Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Casa;Barra da Tijuca;4;3;4;700;16000.0;2140.0;1700.0;22.86;Casa
Apartamento;Glória;1;0;0;49;1300.0;500.0;35.0;26.53;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;2000.0;1050.0;0.0;24.69;Apartamento
Casa de Condomínio;Joá;6;4;6;550;25000.0;0.0;672.0;45.45;Casa
Apartamento;Lagoa;4;4;4;400;33000.0;4800.0;1500.0;82.5;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1800.0;610.0;150.0;22.78;Apartamento
Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;28.95;Apartamento
Apartamento;Vila Isabel;2;0;0;58;1300.0;480.0;0.0;22.41;Apartamento
Apartamento;Barra da Tijuca;4;0;4;223;8500.0;3100.0;700.0;38.12;Apartamento
Apartamento;Ipanema;4;1;4;470;55000.0;7500.0;3200.0;117.02;Apartamento
Apartamento;Copacabana;2;1;0;60;2600.0;1480.0;0.0;43.33;Apartamento
Apartamento;Praça da Bandeira;2;0;0;57;1300.0;377.0;33.0;22.81;Apartamento
Apartamento;Botafogo;2;2;1;83;4000.0;1750.0;0.0;48.19;Apartamento
Apartamento;Praça Seca;2;1;0;76;880.0;440.0;13.0;11.58;Apartamento
Apartamento;Lagoa;3;1;1;140;6000.0;1200.0;330.0;42.86;Apartamento
Apartamento;Copacabana;3;1;1;135;4000.0;1100.0;0.0;29.63;Apartamento
Apartamento;Laranjeiras;2;0;0;70;2300.0;530.0;95.0;32.86;Apartamento
Apartamento;Barra da Tijuca;3;1;1;75;2000.0;700.0;0.0;26.67;Apartamento
Casa;Encantado;2;0;0;74;1300.0;0.0;0.0;17.57;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;99;2300.0;800.0;1913.0;23.23;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;140;2900.0;570.0;0.0;20.71;Apartamento
Quitinete;Flamengo;1;0;0;23;900.0;332.0;30.0;39.13;Apartamento
Apartamento;Botafogo;2;1;1;100;3000.0;715.0;178.0;30.0;Apartamento
Apartamento;Tijuca;2;1;0;72;1500.0;734.0;0.0;20.83;Apartamento
Apartamento;Cachambi;2;1;1;75;1300.0;300.0;37.0;17.33;Apartamento
Apartamento;Tijuca;2;1;1;100;2200.0;890.0;0.0;22.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;350;7500.0;900.0;0.0;21.43;Casa
Apartamento;Riachuelo;3;1;1;89;1450.0;404.0;150.0;16.29;Apartamento
Quitinete;Laranjeiras;0;0;0;28;1000.0;440.0;30.0;35.71;Apartamento
Apartamento;Barra da Tijuca;4;3;4;324;10000.0;1050.0;1383.0;30.86;Apartamento
Apartamento;Méier;2;1;0;60;1000.0;510.0;14.0;16.67;Apartamento
Casa;Tijuca;4;6;0;160;3500.0;0.0;0.0;21.88;Casa
Apartamento;Ipanema;3;1;1;150;6300.0;2200.0;495.0;42.0;Apartamento
Casa;Barra da Tijuca;6;4;3;430;7500.0;150.0;0.0;17.44;Casa
Casa de Condomínio;Barra da Tijuca;4;3;4;850;35000.0;1900.0;2300.0;41.18;Casa
Apartamento;Recreio dos Bandeirantes;3;2;0;121;2600.0;950.0;152.0;21.49;Apartamento
Apartamento;Leblon;4;1;1;182;9500.0;3150.0;630.0;52.2;Apartamento
Apartamento;Vila Isabel;3;0;0;75;1500.0;580.0;0.0;20.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;1100;40000.0;2135.0;0.0;36.36;Casa
Apartamento;Barra da Tijuca;1;2;1;70;1650.0;990.0;223.0;23.57;Apartamento
Apartamento;Maracanã;2;1;1;90;2600.0;787.0;179.0;28.89;Apartamento
Apartamento;Jacarepaguá;3;1;1;80;1650.0;599.0;160.0;20.62;Apartamento
Apartamento;Barra da Tijuca;2;2;1;75;3500.0;3113.0;380.0;46.67;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2450.0;1466.0;166.0;27.22;Apartamento
Apartamento;Barra da Tijuca;4;3;0;230;9800.0;3332.0;381.0;42.61;Apartamento
Apartamento;Barra da Tijuca;5;2;5;1200;24000.0;7500.0;5500.0;20.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;67;3500.0;1554.0;886.0;52.24;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;0;122;2400.0;837.0;248.0;19.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;1500.0;750.0;550.0;20.83;Apartamento
Apartamento;Copacabana;3;1;2;390;10000.0;2150.0;7060.0;25.64;Apartamento
Apartamento;Tijuca;1;0;0;40;1100.0;450.0;24.0;27.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;54;1200.0;300.0;0.0;22.22;Apartamento
Quitinete;Botafogo;1;0;0;20;1200.0;481.0;0.0;60.0;Apartamento
Apartamento;Copacabana;3;1;1;195;7500.0;1800.0;4650.0;38.46;Apartamento
Apartamento;Copacabana;3;0;0;110;3300.0;800.0;130.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;69;2400.0;950.0;118.0;34.78;Apartamento
Apartamento;Lagoa;2;1;0;69;2500.0;710.0;0.0;36.23;Apartamento
Quitinete;Centro;1;0;0;25;900.0;340.0;15.0;36.0;Apartamento
Apartamento;Ipanema;3;1;1;127;7000.0;1000.0;0.0;55.12;Apartamento
Apartamento;Botafogo;4;2;2;160;8500.0;2660.0;280.0;53.12;Apartamento
Apartamento;Copacabana;1;0;1;47;1915.0;670.0;70.0;40.74;Apartamento
Apartamento;Estácio;2;1;1;84;1600.0;840.0;0.0;19.05;Apartamento
Apartamento;Ipanema;2;2;1;147;7500.0;1889.0;686.0;51.02;Apartamento
Apartamento;Flamengo;3;1;1;224;5400.0;1743.0;621.0;24.11;Apartamento
Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0;15.0;Casa
Apartamento;Barra da Tijuca;4;3;2;143;4800.0;1750.0;1500.0;33.57;Apartamento
Apartamento;Copacabana;4;1;1;240;10000.0;2230.0;455.0;41.67;Apartamento
Apartamento;Leblon;1;1;1;92;4000.0;1232.0;0.0;43.48;Apartamento
Apartamento;Campo Grande;2;0;0;50;550.0;330.0;0.0;11.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;214;5000.0;1450.0;0.0;23.36;Apartamento
Apartamento;Barra da Tijuca;4;3;3;240;6500.0;3080.0;795.0;27.08;Apartamento
Apartamento;Gávea;2;1;1;84;3400.0;767.0;250.0;40.48;Apartamento
Apartamento;São Conrado;4;2;1;198;4500.0;1933.0;293.0;22.73;Apartamento
Apartamento;Tijuca;1;0;0;50;1500.0;511.0;0.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;180;3000.0;1109.0;439.0;16.67;Apartamento
Apartamento;Barra da Tijuca;4;3;4;239;8000.0;4500.0;0.0;33.47;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;3100.0;1750.0;0.0;31.0;Apartamento
Apartamento;Maracanã;2;1;0;65;1600.0;668.0;0.0;24.62;Apartamento
Apartamento;Riachuelo;2;0;0;73;900.0;350.0;17.0;12.33;Apartamento
Quitinete;Copacabana;1;0;0;62;1800.0;500.0;112.0;29.03;Apartamento
Apartamento;Grajaú;2;1;1;94;1800.0;550.0;198.0;19.15;Apartamento
Apartamento;Campo Grande;2;1;0;52;850.0;360.0;20.0;16.35;Apartamento
Apartamento;Leblon;3;4;3;470;30000.0;6700.0;1300.0;63.83;Apartamento
Apartamento;Ipanema;3;1;3;230;10000.0;2100.0;900.0;43.48;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;1000.0;200.0;20.0;Apartamento
Apartamento;Ipanema;3;1;1;132;6800.0;1500.0;330.0;51.52;Apartamento
Quitinete;Copacabana;1;0;0;22;1500.0;286.0;200.0;68.18;Apartamento
Apartamento;Vila Isabel;2;1;0;75;1390.0;750.0;41.0;18.53;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;5000.0;2330.0;703.0;35.71;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;700;15000.0;1600.0;0.0;21.43;Casa
Apartamento;Vila Valqueire;2;1;1;62;1000.0;700.0;0.0;16.13;Apartamento
Apartamento;Santíssimo;2;1;0;40;700.0;250.0;0.0;17.5;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1100.0;829.0;0.0;15.71;Apartamento
Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0;31.25;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;1900.0;984.0;280.0;27.14;Apartamento
Apartamento;Freguesia (Ilha do Governador);1;0;1;70;1500.0;150.0;0.0;21.43;Apartamento
Apartamento;Tijuca;3;1;0;148;2500.0;1100.0;220.0;16.89;Apartamento
Apartamento;Arpoador;2;1;1;85;4200.0;1160.0;151.0;49.41;Apartamento
Apartamento;Botafogo;1;0;0;45;1990.0;480.0;20.0;44.22;Apartamento
Apartamento;Flamengo;2;1;1;90;2900.0;1430.0;364.0;32.22;Apartamento
Apartamento;Botafogo;2;1;1;98;3600.0;1116.0;199.0;36.73;Apartamento
Apartamento;Sampaio;2;1;0;76;1100.0;650.0;13.0;14.47;Apartamento
Apartamento;Copacabana;3;1;1;110;4800.0;1160.0;233.0;43.64;Apartamento
Apartamento;Copacabana;2;0;0;90;2550.0;670.0;130.0;28.33;Apartamento
Apartamento;Copacabana;2;0;0;100;4000.0;817.0;230.0;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;3;280;1800.0;1400.0;580.0;6.43;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;4;815;27000.0;2700.0;12000.0;33.13;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;140;3000.0;1300.0;300.0;21.43;Apartamento
Apartamento;Leblon;3;2;2;180;11000.0;3800.0;750.0;61.11;Apartamento
Apartamento;Vargem Pequena;2;1;0;45;1100.0;360.0;40.0;24.44;Apartamento
Apartamento;São Conrado;2;3;2;250;10000.0;3800.0;1493.0;40.0;Apartamento
Apartamento;Méier;1;1;0;63;1300.0;400.0;13.0;20.63;Apartamento
Apartamento;Leblon;3;2;1;130;6000.0;3274.0;741.0;46.15;Apartamento
Quitinete;Tijuca;1;0;0;27;900.0;385.0;20.0;33.33;Apartamento
Quitinete;Copacabana;1;0;0;22;950.0;430.0;67.0;43.18;Apartamento
Apartamento;Ipanema;2;1;1;139;6500.0;1800.0;506.0;46.76;Apartamento
Apartamento;Vila Isabel;2;0;0;80;1400.0;498.0;20.0;17.5;Apartamento
Apartamento;Barra da Tijuca;1;0;1;25;1625.0;735.0;140.0;65.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;89;1700.0;1350.0;80.0;19.1;Apartamento
Quitinete;Glória;1;0;0;21;1100.0;303.0;29.0;52.38;Apartamento
Apartamento;Copacabana;1;0;0;43;1600.0;549.0;75.0;37.21;Apartamento
Apartamento;Ipanema;2;1;0;70;4199.0;470.0;195.0;59.99;Apartamento
Apartamento;Botafogo;3;2;1;437;18000.0;4400.0;0.0;41.19;Apartamento
Apartamento;Copacabana;3;1;0;106;3300.0;1200.0;230.0;31.13;Apartamento
Apartamento;Laranjeiras;2;1;1;90;2700.0;1142.0;141.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;109;2500.0;842.0;192.0;22.94;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;2300.0;980.0;172.0;28.75;Apartamento
Apartamento;Riachuelo;2;1;0;54;700.0;575.0;14.0;12.96;Apartamento
Apartamento;Tijuca;3;2;1;150;2800.0;1400.0;222.0;18.67;Apartamento
Apartamento;Copacabana;3;2;3;350;20000.0;4138.0;1153.0;57.14;Apartamento
Apartamento;Leblon;2;1;0;57;3000.0;589.0;166.0;52.63;Apartamento
Apartamento;Vila Isabel;2;1;1;69;1500.0;661.0;109.0;21.74;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;622;10000.0;1390.0;1514.0;16.08;Casa
Apartamento;Recreio dos Bandeirantes;4;3;1;300;3500.0;999.0;406.0;11.67;Apartamento
Apartamento;Leblon;3;1;1;117;9000.0;2243.0;435.0;76.92;Apartamento
Apartamento;Barra da Tijuca;1;1;1;80;2000.0;1125.0;347.0;25.0;Apartamento
Apartamento;Jardim Guanabara;3;3;1;140;2300.0;800.0;0.0;16.43;Apartamento
Apartamento;Vila da Penha;2;0;0;60;800.0;285.0;0.0;13.33;Apartamento
Apartamento;Tijuca;2;1;0;68;1800.0;685.0;80.0;26.47;Apartamento
Apartamento;Ipanema;2;0;0;56;2900.0;954.0;168.0;51.79;Apartamento
Apartamento;Copacabana;3;1;2;190;5900.0;2600.0;500.0;31.05;Apartamento
Apartamento;Jacarepaguá;2;0;1;69;2000.0;980.0;69.0;28.99;Apartamento
Apartamento;Tijuca;2;0;1;70;1800.0;350.0;95.0;25.71;Apartamento
Apartamento;Ipanema;2;1;1;90;7000.0;2800.0;280.0;77.78;Apartamento
Apartamento;Barra da Tijuca;4;3;4;333;12000.0;4400.0;1200.0;36.04;Apartamento
Apartamento;Copacabana;0;0;0;23;800.0;542.0;25.0;34.78;Apartamento
Apartamento;Leblon;4;2;1;280;17000.0;5000.0;12000.0;60.71;Apartamento
Apartamento;Laranjeiras;1;0;0;30;1000.0;70.0;29.0;33.33;Apartamento
Apartamento;Barra da Tijuca;4;2;2;114;2000.0;1174.0;130.0;17.54;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;450.0;40.0;18.18;Apartamento
Apartamento;Ipanema;2;1;1;105;4000.0;1800.0;356.0;38.1;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;0.0;33.33;Apartamento
Casa;São Conrado;4;3;2;450;45000.0;2650.0;5900.0;100.0;Casa
Apartamento;Leblon;3;1;2;129;10000.0;1266.0;284.0;77.52;Apartamento
Apartamento;Praça Seca;1;1;0;41;800.0;320.0;20.0;19.51;Apartamento
Apartamento;Jacarepaguá;2;1;1;76;2800.0;704.0;0.0;36.84;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;1500.0;831.0;76.0;19.74;Apartamento
Apartamento;Laranjeiras;3;1;1;230;4000.0;1480.0;42.0;17.39;Apartamento
Apartamento;Gávea;2;2;1;154;5500.0;1100.0;456.0;35.71;Apartamento
Apartamento;Catete;2;0;1;71;2000.0;725.0;0.0;28.17;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;77;1900.0;471.0;0.0;24.68;Apartamento
Apartamento;São Cristóvão;2;1;1;60;1350.0;630.0;38.0;22.5;Apartamento
Apartamento;Barra da Tijuca;3;2;1;80;1690.0;1100.0;130.0;21.12;Apartamento
Apartamento;Méier;2;1;0;76;1000.0;715.0;60.0;13.16;Apartamento
Apartamento;Barra da Tijuca;3;4;3;500;7000.0;750.0;9000.0;14.0;Apartamento
Apartamento;Botafogo;1;0;0;28;1300.0;500.0;0.0;46.43;Apartamento
Apartamento;Copacabana;2;0;0;70;2450.0;850.0;0.0;35.0;Apartamento
Apartamento;Copacabana;2;3;2;213;18000.0;3971.0;858.0;84.51;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;100;2300.0;500.0;0.0;23.0;Apartamento
Apartamento;Pechincha;2;1;1;86;1300.0;592.0;95.0;15.12;Apartamento
Apartamento;Ipanema;4;2;1;220;6500.0;2800.0;561.0;29.55;Apartamento
Apartamento;Campo Grande;2;0;0;55;700.0;290.0;0.0;12.73;Apartamento
Apartamento;Barra da Tijuca;1;1;1;48;1200.0;650.0;50.0;25.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;550;24000.0;8000.0;2000.0;43.64;Apartamento
Apartamento;Grajaú;2;1;0;69;1500.0;450.0;0.0;21.74;Apartamento
Apartamento;Campo Grande;3;1;0;70;900.0;370.0;0.0;12.86;Apartamento
Apartamento;Copacabana;2;0;1;130;4500.0;1050.0;165.0;34.62;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;210;3800.0;1200.0;450.0;18.1;Apartamento
Apartamento;Campo Grande;2;0;0;65;700.0;220.0;0.0;10.77;Apartamento
Apartamento;Flamengo;1;1;1;60;2900.0;1000.0;200.0;48.33;Apartamento
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;62.22;Apartamento
Apartamento;Grajaú;1;0;0;50;1400.0;295.0;20.0;28.0;Apartamento
Apartamento;Vila da Penha;2;1;0;84;900.0;598.0;52.0;10.71;Apartamento
Casa de Condomínio;Joá;5;5;5;600;30000.0;0.0;0.0;50.0;Casa
Apartamento;Ipanema;3;2;1;130;7200.0;1700.0;520.0;55.38;Apartamento
Apartamento;Copacabana;3;0;0;160;4900.0;726.0;128.0;30.62;Apartamento
Apartamento;Botafogo;3;1;1;101;5100.0;1310.0;256.0;50.5;Apartamento
Apartamento;Engenho de Dentro;2;0;0;70;1100.0;402.0;34.0;15.71;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;820.0;175.0;20.78;Apartamento
Apartamento;Barra da Tijuca;4;4;4;290;15000.0;5000.0;15000.0;51.72;Apartamento
Quitinete;Flamengo;1;0;0;42;1550.0;300.0;0.0;36.9;Apartamento
Apartamento;Copacabana;5;1;5;300;25000.0;2100.0;700.0;83.33;Apartamento
Apartamento;Copacabana;1;0;0;42;1700.0;506.0;58.0;40.48;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2800.0;850.0;210.0;40.0;Apartamento
Apartamento;Lagoa;1;1;0;70;3000.0;1135.0;260.0;42.86;Apartamento
Apartamento;Barra da Tijuca;4;3;2;231;13000.0;4500.0;0.0;56.28;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;3;266;7900.0;1600.0;6295.0;29.7;Casa
Apartamento;São Conrado;4;2;2;166;5800.0;1699.0;388.0;34.94;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;0;130;2800.0;890.0;280.0;21.54;Apartamento
Apartamento;Ipanema;2;1;1;90;7000.0;2200.0;380.0;77.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2500.0;1180.0;2096.0;26.32;Apartamento
Apartamento;Laranjeiras;2;1;0;74;2500.0;668.0;98.0;33.78;Apartamento
Apartamento;Flamengo;2;1;0;67;2700.0;870.0;123.0;40.3;Apartamento
Casa;Jardim Botânico;4;3;4;700;35000.0;0.0;1642.0;50.0;Casa
Apartamento;Barra da Tijuca;4;3;4;250;8000.0;3335.0;753.0;32.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;50;1500.0;1166.0;0.0;30.0;Apartamento
Apartamento;Copacabana;1;0;1;41;1500.0;635.0;57.0;36.59;Apartamento
Apartamento;Pechincha;3;1;1;90;1000.0;800.0;120.0;11.11;Apartamento
Apartamento;Ipanema;2;1;1;70;4900.0;1100.0;200.0;70.0;Apartamento
Apartamento;Barra da Tijuca;3;0;1;80;3000.0;1160.0;1300.0;37.5;Apartamento
Apartamento;Cachambi;2;1;0;66;900.0;604.0;0.0;13.64;Apartamento
Apartamento;Taquara;2;1;0;53;1000.0;400.0;16.0;18.87;Apartamento
Quitinete;Leme;1;0;0;34;1350.0;600.0;24.0;39.71;Apartamento
Quitinete;Lapa;1;0;0;19;1100.0;256.0;0.0;57.89;Apartamento
Apartamento;Leblon;4;4;3;350;15000.0;3850.0;1600.0;42.86;Apartamento
Apartamento;Pechincha;2;2;0;51;1150.0;360.0;0.0;22.55;Apartamento
Quitinete;Centro;1;0;0;33;800.0;570.0;0.0;24.24;Apartamento
Apartamento;Leme;1;0;0;50;2000.0;600.0;90.0;40.0;Apartamento
Apartamento;Botafogo;2;1;1;120;5300.0;900.0;0.0;44.17;Apartamento
Apartamento;Ipanema;2;1;0;75;3000.0;815.0;85.0;40.0;Apartamento
Apartamento;Lagoa;3;3;1;225;12000.0;3756.0;977.0;53.33;Apartamento
Apartamento;Gávea;2;1;1;125;5500.0;1600.0;200.0;44.0;Apartamento
Apartamento;Copacabana;2;0;2;90;4800.0;680.0;0.0;53.33;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;2;385;7500.0;1150.0;750.0;19.48;Casa
Quitinete;Copacabana;1;0;0;29;1150.0;450.0;182.0;39.66;Apartamento
Quitinete;Curicica;1;0;0;35;700.0;0.0;0.0;20.0;Apartamento
Apartamento;Tijuca;2;1;1;92;1700.0;670.0;138.0;18.48;Apartamento
Apartamento;Laranjeiras;3;1;1;143;4800.0;1620.0;213.0;33.57;Apartamento
Apartamento;Ipanema;3;1;1;250;20000.0;1000.0;895.0;80.0;Apartamento
Apartamento;Méier;2;0;0;56;799.0;402.0;135.0;14.27;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;81;2100.0;775.0;1431.0;25.93;Apartamento
Casa;Barra da Tijuca;5;2;0;200;11000.0;1300.0;900.0;55.0;Casa
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;156;3500.0;900.0;330.0;22.44;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;161;2190.0;610.0;366.0;13.6;Apartamento
Apartamento;Leblon;2;0;0;65;3200.0;900.0;160.0;49.23;Apartamento
Casa;Realengo;3;4;1;400;2000.0;0.0;223.0;5.0;Casa
Casa de Vila;Freguesia (Jacarepaguá);2;0;0;61;1100.0;30.0;13.0;18.03;Casa
Apartamento;Tijuca;2;0;0;65;1500.0;270.0;20.0;23.08;Apartamento
Apartamento;Ipanema;1;1;0;50;3500.0;796.0;0.0;70.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;260;6500.0;2370.0;730.0;25.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;350;7000.0;750.0;0.0;20.0;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2500.0;620.0;0.0;22.73;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2800.0;1300.0;136.0;35.0;Apartamento
Apartamento;Tijuca;2;1;1;73;1800.0;902.0;0.0;24.66;Apartamento
Apartamento;Ipanema;5;2;3;265;16000.0;1907.0;0.0;60.38;Apartamento
Apartamento;Barra da Tijuca;3;2;2;112;2900.0;1850.0;280.0;25.89;Apartamento
Apartamento;Barra da Tijuca;3;2;1;92;2850.0;1165.0;273.0;30.98;Apartamento
Apartamento;Cidade Nova;3;2;0;75;1900.0;600.0;16.0;25.33;Apartamento
Apartamento;Ipanema;2;0;0;80;3000.0;670.0;189.0;37.5;Apartamento
Apartamento;São Conrado;3;2;1;129;4000.0;1917.0;455.0;31.01;Apartamento
Apartamento;Leblon;2;2;1;130;6000.0;2360.0;597.0;46.15;Apartamento
Apartamento;Copacabana;3;2;1;140;3900.0;1470.0;230.0;27.86;Apartamento
Apartamento;Flamengo;1;0;0;33;1300.0;336.0;0.0;39.39;Apartamento
Apartamento;Gávea;3;1;1;92;3800.0;938.0;322.0;41.3;Apartamento
Apartamento;Jardim Botânico;3;1;1;77;4400.0;525.0;0.0;57.14;Apartamento
Apartamento;Ipanema;3;2;1;150;6600.0;1700.0;324.0;44.0;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;320.0;0.0;20.0;Apartamento
Apartamento;Engenho de Dentro;2;1;1;73;1200.0;731.0;13.0;16.44;Apartamento
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0;100.0;Apartamento
Quitinete;Botafogo;1;0;0;21;1250.0;472.0;25.0;59.52;Apartamento
Apartamento;Campo Grande;3;1;1;120;1800.0;750.0;0.0;15.0;Apartamento
Apartamento;Méier;2;1;1;80;1200.0;800.0;14.0;15.0;Apartamento
Apartamento;Leblon;1;1;0;54;3990.0;1590.0;110.0;73.89;Apartamento
Casa de Condomínio;Barra da Tijuca;4;8;4;751;18000.0;2334.0;2404.0;23.97;Casa
Apartamento;Méier;2;1;0;63;1100.0;529.0;34.0;17.46;Apartamento
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;3090.0;10.64;Apartamento
Apartamento;Laranjeiras;3;0;1;97;2700.0;961.0;144.0;27.84;Apartamento
Apartamento;Barra da Tijuca;5;4;5;584;11000.0;2600.0;24000.0;18.84;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;450.0;33.33;Apartamento
Apartamento;Praça da Bandeira;2;0;0;66;1300.0;760.0;0.0;19.7;Apartamento
Quitinete;Catete;1;0;0;30;1200.0;470.0;0.0;40.0;Apartamento
Apartamento;Copacabana;4;1;1;224;6500.0;2200.0;4292.0;29.02;Apartamento
Apartamento;Tijuca;3;0;0;96;2500.0;714.0;900.0;26.04;Apartamento
Apartamento;Tomás Coelho;2;1;0;44;750.0;300.0;20.0;17.05;Apartamento
Apartamento;Jacarepaguá;3;1;1;58;1300.0;300.0;0.0;22.41;Apartamento
Apartamento;Tijuca;1;1;0;50;1200.0;390.0;30.0;24.0;Apartamento
Apartamento;Ipanema;3;1;0;90;3500.0;850.0;150.0;38.89;Apartamento
Apartamento;Copacabana;3;1;0;140;2500.0;1550.0;288.0;17.86;Apartamento
Apartamento;Botafogo;1;1;1;43;1800.0;1036.0;130.0;41.86;Apartamento
Apartamento;Copacabana;4;0;1;260;4799.0;1200.0;450.0;18.46;Apartamento
Apartamento;Laranjeiras;3;1;1;127;2500.0;962.0;0.0;19.69;Apartamento
Apartamento;Copacabana;1;0;0;40;1850.0;700.0;0.0;46.25;Apartamento
Apartamento;Barra da Tijuca;2;1;2;93;2300.0;1300.0;281.0;24.73;Apartamento
Casa de Condomínio;Guaratiba;2;1;2;75;1600.0;0.0;0.0;21.33;Casa
Apartamento;Copacabana;3;1;1;131;4000.0;1480.0;0.0;30.53;Apartamento
Apartamento;Botafogo;3;1;2;85;4230.0;1130.0;260.0;49.76;Apartamento
Apartamento;Copacabana;2;0;1;70;4100.0;710.0;30.0;58.57;Apartamento
Apartamento;Catumbi;2;0;0;75;1200.0;460.0;0.0;16.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;2300.0;1600.0;450.0;16.43;Apartamento
Apartamento;Barra da Tijuca;3;2;1;98;2550.0;1210.0;105.0;26.02;Apartamento
Apartamento;Botafogo;3;1;1;120;2500.0;1200.0;200.0;20.83;Apartamento
Apartamento;Tijuca;3;0;0;105;2200.0;512.0;128.0;20.95;Apartamento
Quitinete;Copacabana;1;0;0;30;1100.0;528.0;0.0;36.67;Apartamento
Apartamento;Leblon;3;1;0;120;6500.0;1600.0;2611.0;54.17;Apartamento
Apartamento;Copacabana;1;0;0;45;1600.0;450.0;20.0;35.56;Apartamento
Apartamento;Ipanema;4;1;2;200;8000.0;2500.0;0.0;40.0;Apartamento
Apartamento;Tijuca;3;1;2;104;2500.0;900.0;1680.0;24.04;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;91;2500.0;1650.0;250.0;27.47;Apartamento
Apartamento;Gávea;2;1;0;67;2800.0;915.0;0.0;41.79;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;1;1;167;3300.0;730.0;0.0;19.76;Apartamento
Apartamento;Copacabana;1;0;1;60;2200.0;400.0;25.0;36.67;Apartamento
Apartamento;Pechincha;2;1;0;50;1000.0;500.0;141.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;230;3800.0;628.0;6095.0;16.52;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3900.0;1100.0;450.0;19.5;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1790.0;196.0;42.17;Apartamento
Apartamento;Laranjeiras;3;1;1;130;4000.0;1600.0;0.0;30.77;Apartamento
Apartamento;Copacabana;3;1;1;110;2600.0;1100.0;150.0;23.64;Apartamento
Apartamento;Barra da Tijuca;3;2;2;134;4000.0;1800.0;290.0;29.85;Apartamento
